Letter ID,Sentence
ASCC 6846,bitte dringendst – einsehen gerechten wünschen–!
ASCC 6846,lassen gerichteten forderung ab!!
ASCC 6846,1000 mark würde bezahlen!!
ASCC 6846,wäre un gerecht!!
ASCC 6846,ueberschuss ist!
ASCC 6846,würde gehören!
ASCC 6846,verdienen klavierauszug partitur!
ASCC 6846,während habe!!!
ASCC 6846,"bitte also, herr direktor, zeigen einsichtige freund, letzthin wien deprimiert war, freude hatte, einerseits aufführung möglich lassen andrer seits zukommen, glücklicher ausgang ermöglicht."
ASCC 6846,"immerhin könnte falls aufführung wien ueberschuss ergiebt, gezahlt genom werden!"
ASCC 6846,gleiche für berlin sagen.
ASCC 6846,lasse ii.
ASCC 6846,aufführung reservieren.
ASCC 6846,äußerst dringendes: muß umgehend material für kammersymphonie bekommen.
ASCC 6846,"bläser brauche (die druckereien zugesandt) streicher: bitte material für dirigierzwecke überlassen, eintragungen eigenhändig mache, für wert haben, probieren erleichtern."
ASCC 6847,"danke für freundliches entgegenkommen ma terialfrage gurrelieder nehme umsogrößerem vergnügen kenntnis, materialgebühr beitrag aufführungskosten spenden, aufführung frage gestellt wäre."
ASCC 6847,"lösung verhältnisses gutmann anbelangt, bedaure ich, rat einholen konnte, fragen müssen meist rasch entschieden werden, antwort spät eingetroffen wäre."
ASCC 6847,"bedingung, berliner aufführung berg-führer ausschließlich verkauft akzeptiere selbstverständlich, gegenteil längst wolff mitgeteilt."
ASCC 6847,"jedenfalls bitte wolff mitzuteilen, vergesslichkeit versäumt wird."
ASCC 6847,"gelegenheit möchte erwähnen: wolff konzert zusammenhängenden fragen dreinzureden, unternehmer, arrangeur arrangiert fungiert."
ASCC 6847,über materialfrage (wegen kammersymphonie) beruhigen: selbstverständlich müssen konzertgesellschaften material erwerben.
ASCC 6847,"überall, vorher sagen, material mitbringen bloß orchesterdiener auflegen nachher zurückgeben lassen."
ASCC 6847,keineswegs tangieren.
ASCC 6847,konzertgesellschaften freistellen eintragungen kopieren wollen; müssen materiale kaufen.
ASCC 6847,mahler überall anregung.
ASCC 6847,"bitte noch, schleunigst wolff chormaterialien für 300 männerstimmen 200 frauenstimmen 5–6 auszüge schicken (es wirken 5–6 vereine mit)."
ASCC 6847,ferner: frau dr zehme für hiesige aufführung 4000 mark gespendet!
ASCC 6847,büttenpapieraus zug versprochen.
ASCC 6847,verdient wohl!
ASCC 6847,"bitte, senden (albertine zehme, berlin w. olivaer-platz 5/6)."
ASCC 6847,"etwas: bitte sorgen dafür, genügend partituren klavierauszüge vorhanden sind, „ansturm käufer“ berlin gerecht kann."
ASCC 6847,berlin?
ASCC 6847,orchesterlieder führe diesmal auf.
ASCC 6848,bitte notieren adresse.
ASCC 6848,georgelieder klavierstücke stich?
ASCC 6848,erscheint pierrot?
ASCC 6848,"balladen, etc?"
ASCC 6849,"1) einverstanden, frau freund waldtaube berlin singt."
ASCC 6849,besondere wünsche für herstellung materials nicht.
ASCC 6849,"ergeben, rechtzeitig mitteilen."
ASCC 6849,"dringendst ersuchen, material (3) revidieren lassen."
ASCC 6849,"verlässlichen, erfahrenen verantwortlichen personen."
ASCC 6849,"sagen, z."
ASCC 6849,b. material ii.
ASCC 6849,quartetts (das revidiert wurde!!)
ASCC 6849,äußerst unverlässlich ist.
ASCC 6849,– bitte berücksichtigen.
ASCC 6849,"probe gurrelieder kostet ca 800 mark; braucht 2 proben, material ist."
ASCC 6849,frage „verstärkten (ursprünglichen?)
ASCC 6849,besetzung“ bläser verstehe nicht.
ASCC 6849,wien originalbesetzung überall werden!
ASCC 6849,"retouchen meinen, einzelnen stellen habe, gilt selbstverständlich für retouchen partitur (mit roter tinte) eingetragen werden."
ASCC 6849,"bezweifle, 2 materialien durchkommen."
ASCC 6849,"amsterdamer aufführung leitung gut, sicher."
ASCC 6849,"rechne prag, mannheim petersburg!"
ASCC 6849,nachfragen!
ASCC 6849,für berlin amsterdam wiener material verwendet werden!
ASCC 6851,"eile cello-konzerts monn (meine bearbeitung, d. i.: basso continuo, 4 kadenzen vortragsbezeichnung) antworten."
ASCC 6851,"bereit überlassen folgenden bedingungen reflektieren, bereit honorar 300 mark tantiemenanteil bearbeitung für cl violoncello u. klavier (klavieraus zug) praktisch empfehlenswert wäre , machen."
ASCC 6851,"könnte ferien tun, winter engagements werde."
ASCC 6851,(eventuell nächstes erst).
ASCC 6851,"kanns eventuell sommer, (ich familie frau zehme besitzung gautzsch leipzig eingeladen) bitte antworten freundl."
ASCC 6851,gehend.
ASCC 6852,i. polnauer geschrieben „bläser-partituren-stimmen“.
ASCC 6852,"dafür, vorteil, bläser gegenseitig stichwort dienen."
ASCC 6852,immerhin orchestermitglieder befragen.
ASCC 6852,"macht, ich: gruppe zusammen; 10 hörner horn , 6 trp trompete , 8 posaunen posaune , ; ur geht, zweck."
ASCC 6852,stichproben machen.
ASCC 6852,"erachtens dürften sobald 10 (resp 8 6) instrumente gleichzeitig beschäftigt sind, mehrere unisono spielen, wodurch für unisono spielenden stets zeile genügte, partitur durchschnitt höchstens 6–8 zeilen allzu stellen!"
ASCC 6852,erreichen dürfte.
ASCC 6852,allerdings: stimme (jedes einzelne instrument!!)
ASCC 6852,wenden können.
ASCC 6852,beurteilen.
ASCC 6852,"ii dafür entscheiden, hörner horn partitur geben, besser, i."
ASCC 6852,(1.
ASCC 6852,3 u.
ASCC 6852,5.)
ASCC 6852,ii.
ASCC 6852,(2.
ASCC 6852,4 u.
ASCC 6852,6) partitur bringen für 7.
ASCC 6852,10 3 partitur anzulegen.
ASCC 6852,trompeten trompete müßte 1.
ASCC 6852,3 4 5.
ASCC 6852,6. bss trompeten basstrompete teilen.
ASCC 6852,"posaunen posaune : alt altposaune , i. ii."
ASCC 6852,iii.
ASCC 6852,iv bss posaune bassposaune ctrbss pos kontrabassposaune ctrbss ta kontrabasstuba clarinetten klarinette : 1.
ASCC 6852,2 cl klarinette 1.
ASCC 6852,(b) cl klarinette 1.
ASCC 6852,2 bss cl bassklarinette flöten querflöte 1.
ASCC 6852,4 gr.
ASCC 6852,4 kl 〃 〃 oboen oboe 1.
ASCC 6852,2 3 oboe 1.
ASCC 6852,2 eh englischhorn 〃 〃 fagotten fagott 1.
ASCC 6852,2 3 fg fagott 1.
ASCC 6852,2 ctr fg kontrafagottt ii.
ASCC 6852,nehme gurre partitur etwaige änderungen rechtzeitig nennen.
ASCC 6852,hoffe arbeit cirka 6–8 erledigt haben.
ASCC 6852,iii.
ASCC 6852,bitte senden pelleas-partitur; änderungen eintragen (für material) iv.
ASCC 6852,cello-konzert monn scheinen erwerben wollen.
ASCC 6852,"ist, bitte nachricht, peters eulenburg geben kann."
ASCC 6852,v. wichtiges sagen.
ASCC 6852,"nämlich: 3 3/4 ver flossen unseren vertrag abgeschlossen 3 kraft verpflichtet warten, werke herausgeben."
ASCC 6852,"autorengesetz bestimmt nun, werk innerhalb 3 gedruckt wird, autor frei gezahlten vorschussbeträge gunsten verfallen."
ASCC 6852,"ehe gebrauch mache, möchte gelegenheit geben druckverpflichtung nachzukommen geneigt ausübung solange hinauszuschieben innerhalb 8 zusicherung habe, außer freigewordenen werken sofort drucken, frei sind."
ASCC 6852,frei: i. monodram „glückliche hand“ ii.
ASCC 6852,george lieder iii.
ASCC 6852,2 balladen iv.
ASCC 6852,heft lieder frei i.
ASCC 6852,6 klavierstücke ii.
ASCC 6852,lied für harm.
ASCC 6852,celesta u. harfe iii.
ASCC 6852,pierrot lunaire.
ASCC 6852,"bitte innerhalb 8 mitzuteilen, bereit bedingungen einzugehen: a) i. monodram partitur klavierauszug ii."
ASCC 6852,george lieder iii.
ASCC 6852,pierrot lunaire iv.
ASCC 6852,"6 klavierstücke v. partituren 6 orchesterlieder sofort druck geben dafür sorgen, längstens 2 monaten i. korrektur längstens 4 monaten verkauf fertig sind."
ASCC 6852,b) 1) 2 balladen 2) heft lieder 3) harm.-cel.-harfe-lied 5 monaten i. korrektur 7 monaten ausgab verkauf fertig sind.
ASCC 6852,"bedingungen eingehen können, müsste gesetzliches benutzen."
ASCC 6852,täte leid.
ASCC 6852,"halte, sachen möglichst verlag bleiben."
ASCC 6852,"insbesondere aber, preis trübung unseres freundschaftlichen verhältnisses vermeiden möchte."
ASCC 6852,"aber, für klar ist, noten für eher ertrag liefern können, gedruckt !"
ASCC 6852,!
ASCC 6852,"beträge ausbezahlt bekommen kann, solange werke vorschuss belastet sind, gedruckt sind, verkauft können!!"
ASCC 6852,vorgehen.
ASCC 6852,"hoffe, sehen böse."
ASCC 6852,"verstehen, infolge verpflichtungen (gegen jüngere wahrscheinlich bedeutendere autoren ich) imstande werken genügend arbeit widmen."
ASCC 6852,"werken haben, länger warten."
ASCC 6853,"ruhiges sachlich wohlbegründetes verlangen, werke gedruckt sollen, theil 4 unge druckt liegen, schreiben brief , resultat jähzorns nehmen will."
ASCC 6853,"vorwurf, stünde, druck kompositionen fordere, gesetzliches vertragsmäßiges stütze, „jenseits böse“, vorwurf ebenfalls beleidigungen ant worten wollte, würde unrecht setzen, ."
ASCC 6853,", vertragseinhaltung wünschen, unrecht (jenseits von….)"
ASCC 6853,"sein, vertragseinhaltung verlange."
ASCC 6853,"sie, unseres vertrags stünden jenseits böse; verlags wären reine güte, menschlichkeit wunschlosigkeit?"
ASCC 6853,umgekehrt?
ASCC 6853,"geschäftsmann, vertrag machten, vorteil autors (jenseits von….)"
ASCC 6853,ethische empfin menschheit verletzendes unrecht (jenseits von….
ASCC 6853,...) wäre.
ASCC 6853,"aufrichtig: wirk lich sentimental wären, vertrag machen, wären geeignete mann, geschäft, universal edition leiten."
ASCC 6853,"(wie karpath sagen würde) direktoren u. e. sind, ethischen berechtigung forderung vertrauen."
ASCC 6853,"vertrauen haben, nehme beleidigungen jähzornsausbruch theile folgendes mit: gelegenheit geben, zorn besänftigen, während nächsten unternehmen, sachen drucken."
ASCC 6853,"warten, besonnen haben."
ASCC 6853,annehmbare vorschläge.
ASCC 6853,"will, habe, obwohl verlagen leichtigkeit dreifache bekommen kann, vertragen."
ASCC 6853,"sagen: verzichten, sachen gedruckt werden."
ASCC 6853,sehen verlange geld – veröffentlichung!
ASCC 6853,"schreiben bald, könnte idee festsetzen, absolut angemessenen behandlung angelegenheit möchte umsonst gewartet haben."
ASCC 6854,1.)
ASCC 6854,letzten brief ersuchte 1 pelleas partitur schicken.
ASCC 6854,✓ 2) senden bitte exemplar 6 orchester lieder (clavier-auszug) kapellmeister alex.
ASCC 6854,von.
ASCC 6854,"zemlinzsky derzeit kitzbühel, tirol, jodlhof✓ 3) prager musikverlag fr."
ASCC 6854,"chadim, schreibt hätte partituren orchesterlieder ersucht."
ASCC 6854,gesagt!
ASCC 6854,behauptet hätten ansuchen gelehnt!!!!
ASCC 6854,nicht!
ASCC 6854,schädigt doch!!!
ASCC 6854,bitte aufklärung.
ASCC 6855,sende postpakett partituren orchesterlieder bitte schleunigst autografien anfertigen lassen material herzustellen.
ASCC 6855,"bitten, manuskripte keinesfalls auszuleihen, copien besitze!"
ASCC 6855,müsste für schaden haftbar machen.
ASCC 6855,"nb zemlinsky benötigt partituren dringendst, wäre nötig größter eile fertigstellen lassen."
ASCC 6855,"bitte autografien, ehe korrigiere sorgfältigst korrigieren lassen."
ASCC 6855,"– herrn direktor herzkas briefe beantworte 3–4 tagen, berlin zurückreise."
ASCC 6856,"freue mich, erkennen, vorgehen „jenseits böse“ bezeichnen, wäre unrecht."
ASCC 6856,befriedigt erläuterung voll ständig.
ASCC 6856,"kennen, einer, verabredungsgemäß gewissen frist handlungs-freiheit wiederhat, diesseits steht, handlungsfreiheit legalen gebrauch macht."
ASCC 6856,"genügt es, willen bekunden, beleidigen möchte."
ASCC 6856,"freue darüber, einsehen, werke gedruckt müssen dankbar dafür, reinen wein eingeschenkt haben."
ASCC 6856,"bedaure sicher gleichen maß sie, werke u. e. erscheinen können."
ASCC 6856,"schließlich erscheinen müssen (auch interesse u. e. liegt das, verbreitung werke nützt, haben) tun, verlagen geben danke herzlichst dafür, hinder nis legen, sodass „ vorrüber gehende trennung, schmerz, gewalt erfolgt."
ASCC 6856,"zeigen, für entgegenkommen dankbar bin, komme monn- cl violoncello konzert entgegen nehme vorschlag, 2 unwesentlichen bedingungen, stellen an: i. arrangement für klavier machen, bearbeitung über haupt sinn soll."
ASCC 6856,namen setzen.
ASCC 6856,außerdem ideen dafür!
ASCC 6856,"künstlerische frage handelt, komme entgegen begnüge für anfer tigung arrangements honorar, bearbeiter gezahlt würden."
ASCC 6856,bestimmen selbst.
ASCC 6856,ii.
ASCC 6856,"hoffe ich, sie, kadenzen herausgeben (etwa besonderen blatt (billige) beilage cl violoncello stimme) extrahonorar geben."
ASCC 6856,"eigentlich bedingung, genau wenig, wunsch: mir, monn-conzert erfolg sollte, fortlaufen de beteiligung gewähren."
ASCC 6856,(ich wünsche haben.
ASCC 6856,"verheiratet, kinder, früh sterbe, nichts!)"
ASCC 6856,"glaube, einverstanden werden."
ASCC 6856,(bitte nachricht!)
ASCC 6856,"möchte folgendes fragen: für herausgabe „pierrot“, „klavierstücke“ „harmonium-liedes“ ebenfalls termine verabredet."
ASCC 6856,"verstehe, scheinen termine einstweilen einhalten können deute standpunkt folgender maßen: sagen sich, einstweilen vorziehen älteren werke haben, rascher realisieren lassen vorläufig verzichten, die, anzunehmen scheinen, sofort spesen hereinbri ngen."
ASCC 6856,erfreut über standpunkt halte für unrichtig.
ASCC 6856,"verstehen, gehindert sind, vorzugehen."
ASCC 6856,"für „lange dauernder“ hemmschuh tempo u. e. sachen herausgeben tempo entspricht, marktwert steigt, ich, 3 werke zurückgeben bitte bekanntgabe bedingungen ablauf vertragsmäßigen wartefrist wollen."
ASCC 6856,auge: gedruckt werden.
ASCC 6856,"materielle vorteil, gewiss entrinnen können, (obwohl ich, wissen, reich bin!!)"
ASCC 6856,linie.
ASCC 6856,"sagten selbst, position verwaltungsräten über heben würde arbeit für erleichtern würde, anderswo herausbringe."
ASCC 6856,"pierrot, klavierstücke harm-celesta-harfe lied gedruckt werden, für größter wichtigkeit."
ASCC 6856,insbesondere auslandes für werke letzten stilperiode (wie klavierstücken bemerken müssen) interessiert für i. mittleren.
ASCC 6856,liegen 2 werke vor!
ASCC 6856,"ist, zugeben müssen, unhaltbar."
ASCC 6856,"bitte also: termine für 3 sachen einhalten können, stellen annehmbare bedingungen für freigabe."
ASCC 6856,bitte antworten umgehend.
ASCC 6856,bitte: bereiten schwierigkeiten.
ASCC 6856,"nb: wahrscheinlich, 19. göhren rügen gehe."
ASCC 6856,"jalowetz, ist, bestürmt telegrammen, fühle (meine kopfschmerzen zeigen wieder, aufs klima schiebe) ichs wahrscheinlich tun."
ASCC 6856,schreiben einstweilen hierher.
ASCC 6856,fest.
ASCC 6857,monn-bear beitung herrn szell sende unan gesehen zurück.
ASCC 6857,"verlangen können, über jungen schlechtes urteil abgebe, vorteil habe."
ASCC 6857,"interesse für angelegenheit kann, ziehe vor, ver werten."
ASCC 6857,"vorwurf ersparen: höchst unbedacht ihnen, sie, entscheidung abzuwarten (denn abgelehnt, gestellte frist 14 benützt, klar machen; verstanden, antwort sagte, könnten monn zustimmung heraus geben; hätte eigentlich anspruch darauf, angebot, angenommen hätte, halten) herrn szell stück bearbeitung übergeben haben."
ASCC 6857,"möglich, gebührendes honorar geschädigt haben, für gewiss sein, ver leger für stück finden."
ASCC 6857,"müssen genau wissen, ohneweiteres lage honorare verzichten."
ASCC 6857,"einhaltung abmachung nachsehen, aber, gesagt, verzichten, stand punkt präcisieren."
ASCC 6857,"orchesterlieder frage anbelangt, sagen, ori ginal-partituren (von abschrift gibt!!)"
ASCC 6857,unmöglich dirigenten herum senden kann.
ASCC 6857,"denn, drücklich verpflichten schadenersatz fürs verlorengehen leisten."
ASCC 6857,"möchte bitten, partituren berlin kopieren lassen."
ASCC 6857,womöglich berlin.
ASCC 6857,zemlinsky (der 3 aufführt) braucht czechische dirigent ebenfalls.
ASCC 6857,käme abschrift aus.
ASCC 6857,"möchte bitten, par tituren heraus geben."
ASCC 6857,"sehen ja, sachen verkauft werden."
ASCC 6857,"risiko mehr, drucken, sicheres geschäft."
ASCC 6857,sehen conto an!
ASCC 6857,ent schließen dazu.
ASCC 6857,wäre froh darüber.
ASCC 6857,"ebenso, bitte sie, pierrot, klavierstücke harm.-lied freigeben wollen: geben heraus!"
ASCC 6857,sicher kürzester rentieren.
ASCC 6857,"wohl, paris (!)"
ASCC 6857,schönberg-woche veranstalten.
ASCC 6857,"zustande kommt, wasser sensation, woche paris!!!"
ASCC 6857,"auslöst, sicher führen, werke überall aufge führt gekauft werden."
ASCC 6857,"wäre schade, universal-edition spät käme hätte noten fertig."
ASCC 6857,"oesterreicher, grundsatz: „langsam voran“, vormärzliche „zarrück“ übersetzt, überall geschlagen werden."
ASCC 6857,"geben zaghaftigkeit über erkennen doch, knapp großen aufstieg stehe."
ASCC 6857,glau ben mir: spät kommen.
ASCC 6857,hoffentlich bekomme ange nehme nachricht.
ASCC 6857,"leider einzige angelegenheiten werke verhandle, angenehmen nachrichten erhalte."
ASCC 6857,nb: gurrelieder außer berlin leipzig dresden leitung aufgeführt.
ASCC 6858,bitte für herrn kornstein (ungarisches streichquartett) 1 partitur ii quartett (fis moll) gratis
ASCC 6859,"bitte umgehend adresse: herrn hermann scherchen, dietrichshagen greifswald pr adr."
ASCC 6859,herrn köpke.
ASCC 6859,vollständiges orchestermaterial „pelleas“ senden.
ASCC 6859,"herr scherchen, werk berlin aufführen wird, für material retouchierten partitur aenderungen."
ASCC 6859,"material wünsche behalten für fälle, dirigiere."
ASCC 6859,"uebrigens bereit, partitur retouchen für dirigenten verfügung stellen, retouchen kosten herrn scherchen übertragen lassen wollen."
ASCC 6859,bitte rascheste erledigung!
ASCC 6860,"i. mitteilung, „pelleas“-materiale decem ber 1912 bezogen unrichtig."
ASCC 6860,führung amsterdam 25.
ASCC 6860,oktober (!!
ASCC 6860,"), mannheim 4."
ASCC 6860,"december, petersburg 20/xii."
ASCC 6860,"müssen materiale früher bezogen gleichen moment, wegschicken, gutzuschreiben."
ASCC 6860,abrechnern credit geben für belanglos!
ASCC 6860,ii.
ASCC 6860,"tantiemen anteil eigentlich längst anspruch habe, bitte umgehend senden."
ASCC 6860,warten.
ASCC 6860,müssen briefen verträgen genau ersehen können.
ASCC 6860,"irrtum geschieht, müssen beeilen, gutzu machen."
ASCC 6860,bitte umgehende absendung betrages.
ASCC 6861,"titel lauten klavierstücke op.19 a.s. schade, gefragt wurde: bitten druck 6 klavierstücke seite setzen, halbwegs hübsch sieht spieler weiß stück pause ist."
ASCC 6862,sandte korrekturen ii.
ASCC 6862,klavier stücke.
ASCC 6862,"leider ändern, manuskript (ohne fragen) benutzt, endgültigen eintragungen habe."
ASCC 6862,"bitte nachricht, orchesterlieder-partituren fertig sind."
ASCC 6862,"bitten, correkturen senden."
ASCC 6862,oktober de korrigieren haben.
ASCC 6862,orchesterstimmen bitte herrn scherchen revidieren lassen.
ASCC 6862,ausgezeichneter korrektor für werke.
ASCC 6862,zuliebe billig sein!
ASCC 6862,jedenfalls müssen stimmen fehlerfrei sein.
ASCC 6862,"nicht, kosten (!)"
ASCC 6862,hinfahren nothelfer machen.
ASCC 6862,sämtlichen materiale voller fehler!!
ASCC 6862,bitte lassen korrigieren!
ASCC 6862,bitte nachricht.
ASCC 6863,freue sehen stehe freien ver fügung.
ASCC 6863,"leider haken dabei: vo 5 mädchen entlassen stehen ersatz da, frau wirtschaft plagen muss."
ASCC 6863,grunde leider bitten abend gesellschaft leisten: wäre angenehm folgenden zeiten beisammen donnerstag vorm.
ASCC 6863,10 – 1 〃 donnerstag nachm 〃 3 〃 freitag vorm 10 uhr.
ASCC 6863,berücksichtigung umstände möglich wäre besuchen (meine frau möchte gerne donnerstag nachm.
ASCC 6863,schale kaffee vorsetzen) wäre erwünscht.
ASCC 6863,"zeit, komme eventuell ihnen."
ASCC 6863,bitte telefonieren gleich.
ASCC 6864,größter eile: sende korrekturen klavierstücke.
ASCC 6864,orchesterlieder direkt breitkopf.
ASCC 6864,"i. zemlinsky führt auf: 1) voll süsse… 2) vöglein klagen... 3) wappenschild… wäre gut, partituren stücke material fertig würden."
ASCC 6864,jedenfalls zeml.
ASCC 6864,par tituren rasch möglich erhalten.
ASCC 6864,ii.
ASCC 6864,entschlossen liegen lassen nacht monn arbeiten.
ASCC 6864,september anfangs oktober berlin proben (ii.
ASCC 6864,"quartett pierrot, lieder etc) 8 fertig ist, komme später dazu."
ASCC 6864,"hoffe wird, nachtstunden hilfe nehme, gehen."
ASCC 6864,iii.
ASCC 6864,brief lohse erhalten; wünscht uraufführung „erwartung“ iv.
ASCC 6864,"bitte teilen mit, „glücklichen hand“ (film) machen."
ASCC 6864,unternommen?
ASCC 6864,"v. bitte bruckner-par tituren, freundlich waren, spendieren."
ASCC 6864,vi.
ASCC 6864,bitte bestätigung machung uebersendung verabredeten summe.
ASCC 6892,"schrieb brief anfragen, cirka 6 tagen."
ASCC 6892,antwort darauf!
ASCC 6892,bitte: möchten genau nehmen?
ASCC 6892,nämlich so!
ASCC 6893,"möchte gerne wissen, marschalk geantwortet ."
ASCC 6893,monodrams sonstigen angelegen heiten marschalk reine kommen.
ASCC 6893,unserem vertrage werke anbieten.
ASCC 6893,monodram möchte aufführung gedruckt haben.
ASCC 6893,thun?
ASCC 6893,"bitte schicken mir, korrespondenz marschalk übergeben habe."
ASCC 6893,"alles, vertrag."
ASCC 6893,"angelegenheit befreundeten advokaten besprechen, kopfzerbrechen."
ASCC 6893,brahms noten.
ASCC 6893,schicken?
ASCC 6893,höre für abend ansorge verein hergeben.
ASCC 6893,frage gestellt würde?
ASCC 6893,sicher nicht.
ASCC 6893,"hoffe zwar, publikum weiß etwas."
ASCC 6894,über erfolg berlin reise erfahren.
ASCC 6894,könnten wichtigste schriftlich mitteilen; samstag wol kommen.
ASCC 6895,anbei briefe max marschalks vertrags-verlängerung bezug haben.
ASCC 6895,zustimmung brieflich .
ASCC 6895,darüber händen.
ASCC 6895,liegen 1 brief postkarte „pelleas melisande“ beziehen.
ASCC 6895,darüber möchte sprechen lege einstweilen information bei.
ASCC 6896,"zusage, preisrichter-rat für tonkünstler verein, bedingung stellen, statut für ausschreibung form ausschreibung geschieht, preisrichter-rat festgestellt entworfen wird."
ASCC 6896,"hätte paar ideen, gerne herren schlagen will."
ASCC 6896,"mannheim erhalte nachricht , intendant dr hage monodram will, mildenburg singt, frau winternitz-dorda."
ASCC 6896,bodansky dr hagemann weihnachten wien frau winternitz hören.
ASCC 6896,"gelegenheit machen, klavierstücke machen."
ASCC 6897,höre krank!
ASCC 6897,denn?
ASCC 6897,konzert ist!!!?
ASCC 6897,"ah, nicht, müssen unbedingt kommen!"
ASCC 6897,sonntag schauen; probe.
ASCC 6897,"dauerte wesentlich länger, angenommen hätte."
ASCC 6897,ueber bopp-wiener-frage müssen sprechen.
ASCC 6897,"idee , lösung."
ASCC 6897,bopp wiener aufs konzert aufmerksam gemacht?
ASCC 6898,bitte freundl.
ASCC 6898,adresse notirn.
ASCC 6898,xiii hietzinger hauptstr.
ASCC 6899,"schüler herr stein, klavierauszüge orchesterlieder machen, monodram sextett heim aufgeführt werden."
ASCC 6899,bitte geben partituren.
ASCC 6900,anbei entwurf.
ASCC 6900,bitte: sein; brauchen.
ASCC 6900,benötige cirka 60 bogen à 4 seiten (240 seiten) mehr.
ASCC 6900,"jedenfalls partitur mehrere male kopieren wird, wäre zirka 200–300 bogen drucken."
ASCC 6901,"herr carl bernhard philipsen berlin (pianist) möchte klavier stücke konzerten spielen, herr dr westarp paris, soc."
ASCC 6901,internat.
ASCC 6901,de musique aufführen.
ASCC 6901,brauche dringendst exemplare.
ASCC 6901,manuskript gebe verständlich hand.
ASCC 6901,"sagten zu, kopien anfertigen lassen."
ASCC 6901,freundlichst geben exemplar herrn specht telefonisch einfordern müssen (ich ersucht schicken; tut nicht!!)
ASCC 6901,sofort kopisten.
ASCC 6901,haben.
ASCC 6901,korrigiert werden.
ASCC 6901,möchten george-lieder kopieren lassen; herrn westarp vorgeschlagen.
ASCC 6901,antwort erhielt fr.
ASCC 6901,werndorf möchte tonk-ver.
ASCC 6901,spielen verschob 21.
ASCC 6901,spielt bergs sonate klavierstücke.
ASCC 6901,"mannheim nachricht , material geschrieben dirigieren soll."
ASCC 6901,freue sehr.
ASCC 6901,klavier auszug textbuch monodrams.
ASCC 6901,"brauchen, könnten mirs per post schicken."
ASCC 6902,anbei klav.
ASCC 6902,ausz.
ASCC 6902,textbuch monodrams.
ASCC 6902,"briefe marschalk, dr hagemann."
ASCC 6902,sehen giebt marschalk frei hagemann führt auf.
ASCC 6902,lege monodram annahme.
ASCC 6902,"bitte teilen sofort mit, sprechen kann."
ASCC 6902,drängt materials auszug aufführung fertig muss.
ASCC 6902,wohne jetzt: xiii.
ASCC 6902,hietzinger hauptstr 113
ASCC 6903,"frau dr werndorf freitag sagen, montag (14) sonate berg spielen kann."
ASCC 6903,"möglich warten, gehts 14., gehts jedenfalls 21."
ASCC 6903,bitte nachricht!
ASCC 6903,entwurf notenpapier schicke morgen.
ASCC 6903,"etwas: hätten güte, autoren gesellschaft mitglied anzumelden?"
ASCC 6903,weiß adresse näheres davon.
ASCC 6904,harmonielehre; schreib maschine dame schreiben soll.
ASCC 6904,eigentlich fix verabredet woche gewartet.
ASCC 6904,nächste woche anfangen.
ASCC 6904,bitte sofortige nachricht!
ASCC 6904,dann: notenpapier?
ASCC 6904,"arbeiten, sommer neues will."
ASCC 6904,drängen eberles doch; uner hört denen.
ASCC 6904,– ferner: pell gurre lieder i. theil erhalten!
ASCC 6904,schalk veranlasst?
ASCC 6904,müsste sofort sein.
ASCC 6904,bitte vernachlässigen nicht.
ASCC 6904,ists spät!
ASCC 6904,"wirds heißen, schuld werkes!"
ASCC 6904,nb entscheiden berg.
ASCC 6904,bestimmten termin sachen gedruckt haben.
ASCC 6905,nötige probebogen vermerkt.
ASCC 6905,gedruckt werden.
ASCC 6905,rasch möglich!!
ASCC 6905,könnte theil auflage (cirka 50 bögen) direkt geliefert werden.
ASCC 6905,schreibmaschine mir!
ASCC 6905,"gurreliedern, schalk gegeben?"
ASCC 6905,ver säumen umsonst instrumentiert.
ASCC 6906,"möchte nächste woche montag diktieren beginnen bitte schreibmaschine schicken sagen lassen, damen kann."
ASCC 6907,stimmen quartettes anfertigung abschriften schreiber überge ben 20 heller für seite zugesagt.
ASCC 6907,"viel, seiten stunde schreiben; stichworte letzten sätzen."
ASCC 6907,stimme komplicierter klaviersatz 20!
ASCC 6907,zeilen seite!!
ASCC 6907,hoffentlich einverstanden.
ASCC 6907,rechnung schicken.
ASCC 6907,maschin-schreiber einverstanden?
ASCC 6908,"fürchte gehen, frau schreibt."
ASCC 6908,vorderhand nicht.
ASCC 6908,müsste krank werden; vorläufig langsam.
ASCC 6908,könnte 1 (eine) seite stunde diktieren.
ASCC 6908,"bitten, eventuell schreiberin engagieren."
ASCC 6908,"für 5-6 woche, so, unbedingt gebunden 5-6 diktieren muss, sondern, eventuell (, müde werde, punkt komme, nachdenken muss,) aussetzen kann."
ASCC 6908,bitte veranlassen sofort.
ASCC 6908,ferialmonate ausnutzen unmöglich fertig werden; winter leider (hoffentlich) haben.
ASCC 6908,dann: bitte schicken kammer symphonie sofort weg!
ASCC 6908,aufführungschance verlieren.
ASCC 6908,"eher partitur verlieren, aufführung."
ASCC 6908,partituren genug.
ASCC 6908,aufführungen wenige.
ASCC 6908,"stimmen quartettes gebe abschreiben, ersucht hat."
ASCC 6908,"schöne schrift, ungeübt langsam."
ASCC 6908,könnten arbeit zukommen lassen.
ASCC 6908,noten (abgeschrieben) bringen.
ASCC 6908,"bitte, drucken, drücken nicht!"
